plan_curvature,profile_curvature,saga_wetness_index,catchment_area,relative_slope_position,channel_network_distance,elevation,li,a_c,fe,co,x_c,cs,la,ni,nb,h_c,b_c,rb,ca,sr,c_c
3.439578285906464e-4,-1.925294054672122e-4,9.66356086730957,32.659507751464844,0.7708027958869934,0.04632678627967834,309.6541748046875,15.048731803894045,3.148855209350586,1.911568522453308,9.663317680358888,0.4724769294261933,0.5722734928131104,17.62194061279297,34.08266067504883,0.5808908343315125,1.2100952863693235,7.700948238372803,13.402544021606444,6.315197467803955,129.130126953125,8.1564359664917
-2.2798813006374985e-4,-3.673916799016297e-4,9.553197860717772,29.299224853515625,0.8794193267822266,0.0957074612379074,309.9821472167969,14.202020645141602,3.2011892795562744,1.902593016624451,8.301053047180176,0.4729519486427307,0.6144248247146606,18.31300926208496,30.939613342285156,0.5999189615249634,1.210097074508667,8.436882019042969,15.822381973266602,4.267175197601318,87.863037109375,9.009132385253906
-3.286039282102138e-4,-2.9046053532510996e-4,9.130663871765137,176.67945861816406,0.5693244338035583,0.03250023350119591,310.2994689941406,14.043710708618164,3.4565916061401367,1.9861841201782229,8.207033157348633,0.4744642376899719,0.8420776724815369,19.44001579284668,27.886768341064453,0.6000693440437317,1.218764066696167,9.678383827209473,20.113094329833984,2.9034006595611572,62.74034118652344,10.350472450256348
-1.260780027223518e-5,1.1979228293057532e-4,8.304373741149902,35.64579391479492,0.9985337853431702,0.16231711208820343,310.6746826171875,13.610869407653809,3.613972187042236,1.9496537446975708,8.298723220825195,0.4754122793674469,0.9303466081619264,19.594881057739254,27.32915687561035,0.6102713346481323,1.205836057662964,9.558276176452637,23.473682403564453,1.1313767433166504,40.38566207885742,10.239033699035645
6.384463631547987e-5,1.085000008060888e-6,10.777176856994627,247.2039337158203,0.093128003180027,0.02667033858597278,309.10406494140625,16.5374813079834,3.1784605979919434,1.9757814407348633,9.609460830688477,0.4723692834377289,0.7734342813491821,18.718780517578125,32.43626022338867,0.5768318176269531,1.199851155281067,8.234166145324707,18.859678268432617,3.9110240936279297,106.64685821533205,8.8248138427734375
0,0,10.241621971130373,284.5567321777344,0.30327725410461426,0.05505044758319855,309.24969482421875,15.739052772521973,3.1252236366271973,1.907095193862915,9.570050239562988,0.47158363461494446,0.9466527104377748,18.3099422454834,32.014610290527344,0.5013341307640076,1.2270461320877075,9.18087387084961,16.653621673583984,4.6054534912109375,105.83065032958984,9.834757804870604
2.1218854817561805e-4,2.0972418133169413e-4,10.135199546813965,267.67059326171875,0.8665327429771423,0.04960731044411659,309.5083312988281,16.942440032958984,3.1540896892547607,1.883413553237915,8.7830657958984375,0.4721405506134033,0.5892975926399231,17.6744384765625,33.11905288696289,0.5763847827911377,1.2005226612091064,8.061861038208008,14.790651321411133,4.5351152420043945,101.0839614868164,8.6186676025390625
1.3384000112637295e-6,-8.16532519820612e-6,10.10431957244873,72.727508544921875,0.7033536434173584,0.04390532150864601,309.7337646484375,17.863121032714844,3.196324348449707,2.011652946472168,9.975589752197266,0.4730428457260132,0.721283495426178,17.84222984313965,33.69375228881836,0.6066415309906006,1.2053754329681396,9.251669883728027,15.193435668945312,4.5431132316589355,95.4808578491211,9.992188453674316
2.9232812812551856e-4,2.871332108043134e-4,9.458965301513672,34.8352165222168,0.9907053112983704,0.1567261666059494,310.16778564453125,15.31617546081543,3.3087992668151855,1.8177646398544312,8.30310344696045,0.473428875207901,0.6380605697631836,18.598247528076172,29.21980857849121,0.6005444526672363,1.195739507675171,8.281485557556152,18.935169219970703,2.2052459716796875,56.517555236816406,8.857991218566895
2.658912490005605e-5,-6.717400083289249e-6,9.058283805847168,347.01019287109375,0.8577478528022766,0.03859143704175949,310.4919738769531,16.071571350097656,3.552700996398926,1.9486496448516848,8.400352478027344,0.4746187925338745,0.9556635022163392,19.135351181030273,26.700138092041016,0.6206424832344055,1.218077540397644,9.639812469482422,22.3667049407959,1.2772430181503296,40.44962310791016,10.306340217590332
6.179271440487355e-5,3.743288471014239e-5,8.276097297668457,34.30195617675781,0.9953566789627076,0.14557169377803802,310.86724853515625,15.190383911132812,3.7074716091156006,1.856277585029602,8.21280288696289,0.4755531847476959,0.9534313082695008,19.10506248474121,26.38233757019043,0.6302394866943359,1.214920997619629,10.01058864593506,24.79088973999023,1.27022385597229,38.3295783996582,10.713308334350586
8.67979324539192e-5,5.871021130587906e-6,10.813376426696776,40.49357604980469,0.04649509117007255,0.01261395495384931,309.1734619140625,19.136781692504883,3.1253676414489746,1.9940028190612793,9.957134246826172,0.4734535813331604,0.6591783165931702,18.047008514404297,31.660545349121097,0.618363082408905,1.1843512058258057,7.588545799255371,18.02423095703125,4.835829734802246,130.0275115966797,8.122883796691895
-4.38081260654144e-5,-3.072897670790553e-4,9.930153846740724,119.21075439453124,0.17613831162452698,0.02105386555194854,309.3426818847656,17.67716407775879,2.941497564315796,1.799826979637146,8.377238273620605,0.47328925132751465,0.565043568611145,17.374040603637695,31.03724670410156,0.5913338661193848,1.2017724514007568,7.026301860809326,16.400543212890625,6.571704864501953,150.97935485839844,7.457819938659668
-1.5309648006223142e-4,1.3913549992139451e-5,9.78607177734375,2711.395751953125,0.7330657839775085,0.0243785660713911,309.65631103515625,17.06282615661621,2.982868194580078,1.8098634481430056,8.105381965637207,0.4727035462856293,0.5884535908699036,17.366315841674805,30.435373306274418,0.6488860845565796,1.195928931236267,7.543746471405029,16.17751693725586,4.473069190979004,103.30967712402344,8.086801528930664
-1.6750337090343237e-4,-9.750304889166728e-5,9.744426727294922,1876.406005859375,0.2516310214996338,0.00953916553407907,309.8793029785156,17.718036651611328,3.166316270828247,2.018733024597168,8.98466968536377,0.47223228216171265,0.7245938181877136,18.187089920043945,30.503856658935547,0.7314016222953796,1.199029564857483,7.882078170776367,18.624494552612305,3.5131173133850098,82.53538513183594,8.427112579345703
-2.53121746936813e-4,3.1403473258251324e-5,9.094522476196287,1276.8179931640625,0.7039366364479065,0.03611109778285026,310.3374938964844,15.179121971130373,3.313157320022583,1.8180842399597168,7.711845397949219,0.4727744460105896,0.6801691651344299,18.650026321411133,28.04765510559082,0.6306548118591309,1.1907188892364502,8.129093170166016,21.811603546142575,1.2867766618728638,45.47653579711914,8.73073959350586
-2.9911750516475877e-6,-1.344833435723558e-4,8.61236572265625,94.05900573730467,0.9587948322296144,0.03009693883359432,310.6835021972656,15.590645790100098,3.559898376464844,1.9573311805725095,8.742851257324219,0.47438400983810425,0.9765649437904358,18.87285804748535,26.448192596435547,0.620570957660675,1.1925134658813477,9.049795150756836,23.740642547607425,0.9515884518623352,41.11031723022461,9.719491958618164
-3.685513802338391e-4,-2.0122871501371264e-4,8.300224304199219,204.58497619628903,0.7224627137184143,0.0347256064414978,311.0626220703125,15.161375045776367,3.676917552947998,1.900448441505432,8.127114295959473,0.47516587376594543,0.8984380960464478,18.85357093811035,26.28976249694824,0.5927003026008606,1.2093809843063354,9.943303108215332,25.01360321044922,1.1563290357589722,39.759124755859375,10.674129486083984
-3.412793012103066e-5,-3.4856282127293525e-6,10.224111557006836,465.7552490234375,0.0973302498459816,0.02251399308443069,309.27490234375,18.287906646728516,3.2084059715270996,2.068047523498535,9.2775421142578125,0.4741191864013672,0.8374664187431335,17.43920135498047,29.55229949951172,0.5626326203346252,1.221242904663086,9.230201721191406,16.70196533203125,5.089749813079834,120.66199493408205,9.903837203979492
-1.540227822260931e-4,-7.584469858556986e-5,9.677349090576172,116.62059783935548,0.7100411057472229,0.07665733993053436,309.474853515625,17.382564544677734,2.991750478744507,1.8250057697296145,8.603592872619629,0.4739589989185333,0.5351554155349731,16.762767791748047,30.252670288085938,0.6119429469108582,1.1901257038116455,7.408858299255371,15.296682357788086,7.895770072937012,164.25318908691406,7.927103042602539
1.8706034461501983e-4,2.85410787910223e-4,9.415831565856934,308.6907043457031,0.8735190629959106,0.06565315276384354,309.7998046875,16.754514694213867,2.9945356845855713,1.781346559524536,8.311471939086914,0.4737946689128876,0.6070060729980469,17.104156494140625,29.078685760498047,0.6386143565177917,1.189486384391785,7.439255237579346,16.745941162109375,5.536352634429932,125.36112213134766,7.98091459274292
-1.7029224181897007e-5,-3.712820034706965e-5,9.069382667541504,594.82373046875,0.4372670650482178,0.02228474803268909,310.0921630859375,16.11324691772461,3.236154794692993,1.86228346824646,7.815083026885986,0.4733416736125946,0.6432291865348816,18.256317138671875,28.041271209716797,0.7092667818069458,1.1883982419967651,7.881724834442139,20.65355682373047,3.0290539264678955,77.38561248779297,8.466765403747559
-1.1019432713510469e-4,-1.998735242523253e-4,9.190481185913086,64.634552001953125,0.944471836090088,0.14306233823299408,310.49713134765625,15.392410278320312,3.4537055492401123,1.927979826927185,7.900334358215332,0.4726448953151703,0.7817038297653198,18.686168670654297,26.977476119995117,0.6890456676483154,1.1851645708084106,8.459559440612793,23.581602096557617,1.2030044794082642,44.13921356201172,9.112064361572266
1.80206243385328e-5,-7.914214802440256e-5,8.840617179870605,104.12763214111328,0.8721783757209778,0.05797219276428223,310.9467468261719,14.62746810913086,3.629437923431397,1.8356858491897583,7.630163669586182,0.473267138004303,0.7873654365539551,18.97893524169922,26.508827209472656,0.5787447690963745,1.1946914196014404,9.269559860229492,25.13734436035156,1.3675620555877686,41.629364013671875,9.980304718017578
3.014471149072051e-4,-3.759985702345148e-5,7.889542102813721,105.12185668945312,0.8358498215675354,0.12068572640419006,311.4616394042969,15.347402572631836,3.5871469974517822,1.8796687126159668,8.171526908874512,0.4741138815879822,0.909690797328949,19.23866844177246,26.46500015258789,0.616718053817749,1.2013477087020874,9.089534759521484,25.326505661010746,1.189609408378601,43.20835876464844,9.725790977478027
-6.700772064505145e-5,-4.024502686661435e-6,9.70872402191162,241.04464721679688,0.24406972527503967,0.03070072457194328,309.4282531738281,16.438602447509766,3.286527156829834,1.7889783382415771,7.760049343109131,0.4740718901157379,0.6671250462532043,16.8973331451416,28.298410415649418,0.5290449261665344,1.2116470336914062,8.468332290649414,15.1441650390625,7.081621170043945,152.2476043701172,9.02152156829834
1.493577437940985e-4,-6.479628609667998e-6,9.589695930480955,67.889739990234375,0.8141794204711914,0.03855961933732033,309.6625671386719,15.973447799682615,3.222862720489502,1.78145170211792,9.978883743286133,0.4738565087318421,0.6624801754951477,16.50299835205078,31.160776138305664,0.5429791808128357,1.2046241760253906,8.541643142700195,14.340351104736328,8.759499549865723,161.0946807861328,9.163599967956545
-2.4286319967359304e-4,7.194308273028582e-5,9.13791275024414,552.35650634765625,0.5744330883026123,0.02737586013972759,309.9969787597656,15.89233112335205,3.2924253940582275,1.743483543395996,8.865286827087402,0.47534146904945374,0.5698007345199585,17.056650161743164,30.69879913330078,0.5888845324516296,1.1816442012786863,7.925329208374023,16.78230094909668,6.434392929077148,128.604736328125,8.515705108642578
2.879892126657069e-4,1.9498007895890623e-4,8.852110862731934,244.22418212890625,0.916136920452118,0.09184253960847856,310.3770751953125,15.597245216369627,3.5072593688964844,1.9525387287139893,8.19510555267334,0.4760826528072357,0.8518087863922119,18.174776077270508,28.030759811401367,0.66985321044921875,1.189836502075195,9.058480262756348,21.22358131408691,2.607240676879883,67.47431945800781,9.793763160705566
2.497407258488238e-4,2.346597466384992e-4,8.602449417114258,20.67616844177246,0.9936627149581908,0.11756406724452972,310.8966064453125,14.808788299560549,3.808749675750733,1.921692371368408,8.297577857971191,0.4752740561962128,0.8905071020126343,18.825925827026367,27.18916702270508,0.7294647097587585,1.1840792894363403,9.703737258911133,24.76432228088379,1.285773992538452,39.45814895629883,10.503863334655762
-1.8184774671681225e-4,-2.4128262884914875e-4,8.575689315795898,419.9330749511719,0.8520217537879944,0.03433204442262649,311.2918701171875,15.30797004699707,3.748175382614136,2.030606269836426,8.66080093383789,0.47358518838882446,1.066717505455017,19.11760711669922,26.76457405090332,0.597287654876709,1.2118209600448608,10.103875160217283,25.96697425842285,1.548400640487671,43.478057861328125,10.843731880187988
7.805789209669456e-5,7.275402458617464e-5,7.858960151672363,108.00039672851562,0.9908493161201476,0.2247695028781891,311.7762756347656,15.556246757507324,3.579136848449707,1.868414044380188,7.833866596221924,0.4740939736366272,1.0515358448028564,19.296180725097656,26.554954528808594,0.5975069403648376,1.216557502746582,9.66606616973877,25.696556091308594,1.68378484249115,46.521018981933594,10.33677101135254
